Name	Value	Count	Avg
Cơm tấm Hà - Đinh Tiên Hoàng	5	1	5
Cơm Tấm Hà Đô - Nguyễn Kiệm	5	1	5
Cơm tấm Hùng - 194/2 Võ Văn Tần	4	1	4
Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần	7	2	3.5
Cơm Tấm Huyền	0	4	0
Cơm Tấm Huyền - Đinh Tiên Hoàng	1	1	1
Cơm Tấm Kiều Giang	11	3	3.67
Cơm tấm Kiều Vân	12	3	4
Cơm Tấm Mộc - Lý Tự Trọng	7	2	3.5
Cơm Tấm Ngon	23	6	3.83
Cơm Tấm Ngon A4 - 006 Chung Cư Ehome3 	5	1	5
Cơm Tấm Nguyễn - Hoàng Hoa Thám	20	5	4
Cơm Tấm Nhớ - Hoàng Diệu	11	3	3.67
Cơm Tấm Sườn Chéo - Trần Quang Khải	4	1	4
Cơm Tấm Tài	24	5	4.8
Cơm Tấm Thanh Hiệp	4	1	4
Cơm Tấm Thành Râu - Phùng Văn Cung	7	2	3.5
Cơm tấm Thuận Kiều - Đinh Tiên Hoàng	10	2	5
Cơm Tấm Tú Mập	4	1	4
Cơm Tấm Tú Mập - Đồng Đen	16	4	4
Cơm Tấm Tú Mập - Sư Vạn Hạnh	15	4	3.75
Cơm Tấm Tứ Quý - Chợ Tân Định	5	2	2.5
Cơm Tấm Vỉa Hè - Nguyễn Tri Phương	7	2	3.5
Cơm Thố Cháy - 10 Đường 3 Tháng 2	8	2	4
Cơm Thố Cháy - 1213 Ba Tháng Hai	12	3	4
Cơm Thố Cháy - AEON Mall	15	3	5
Cơm Thố Cháy - Aeon Mall Tân Phú	20	5	4
Cơm Thố Cháy - Cửu Long	8	2	4
Cơm Thố Cháy - Đinh Bộ Lĩnh	29	7	4.14
Cơm Thố Cháy - Lê Thị Riêng	54	13	4.15
Cơm Thố Cháy - Nguyễn Văn Thủ	13	3	4.33
Cơm Thố Cháy - Tô Hiến Thành	8	2	4
Cơm Thố Cháy - Vincom Center B	8	2	4
Cơm Thố Cháy - Võ Văn Tần	4	1	4
Cơm Trộn 2 Cô - Lê Văn Sỹ	58	16	3.62
Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh	71	20	3.55
Cơm Trộn Bạch Tuộc Hàn Quốc	8	2	4
Cơm trộn Hai Cô - Lê Văn Sỹ	3	1	3
Cơm trưa 22k - Bàu Cát 2	4	1	4
Com Trua 8 Map	4	2	2
Cơm Trưa Văn Phòng - Tân Hải	9	2	4.5
Cơm Truyền Ký  - Quận 5	7	2	3.5
Cơm Vị Hương - Trụ Ký	4	1	4
Cơm Việt - Pico Lotte	10	2	5
Come Out Station	10	2	5
Come Out Station - Shop Thời Trang	5	1	5
Comedy Cafe - Hàn Thuyên	16	4	4
Comma Cafe	30	7	4.29
Comma Coffee	20	5	4
Con Bo Map	144	39	3.69
Con Đường Ăn Sáng - Điện Biên Phủ 	7	2	3.5
Con Gà Mái  - Nguyễn Văn Đậu	25	5	5
Con Gà Nướng - Thành Thái	38	10	3.8
Con Gà Nướng - Thành Thái 	12	3	4
Con Gà Trống - CMT8 - Ẩm Thực Khmer	18	6	3
Con Gà Trống - Nguyễn Thị Minh Khai	4	5	0.8
Con Gà Trống Garden 1 - Nguyễn Thị Minh Khai	7	2	3.5
Con Hẻm Nhỏ Cafe	4	1	4
Con Heo Cười - Da Heo Chiên Giòn - Giao Hàng Tận Nơi	17	5	3.4
Con Mèo Milktea	10	3	3.33
Con Ong Bầu Cầu Sắt	4	1	4
Con Voi Vàng - Hai Bà Trưng	10	3	3.33
Con Voi Vàng - Maximark 3 Tháng 2	4	1	4
Con Voi Vàng - Maximark 3/2	21	6	3.5
Cộng Caphe - Bùi Viện	123	32	3.84
Cộng Caphe - Lý Tự Trọng	103	27	3.81
Cộng Caphe - Nguyễn Thiện Thuật	3	1	3
Cộng Caphe - Trường Sa	50	11	4.55
Công ty DDAU	3	1	3
CÔNG TY TNHH TM-DV DU LỊCH KHANG HƯNG THỊNH	7	2	3.5
Công viên 23/9	48	11	4.36
Công Viên Bờ Sông Panorama	7	2	3.5
Công Viên Cá Koi Rin Rin Park - Vườn Nhật Bản	50	15	3.33
Công Viên Hoàng Văn Thụ	9	2	4.5
Công Viên Lê Thị Riêng	41	11	3.73
Công Viên Lê Thị Riêng - Cách Mạng Tháng 8	12	3	4
Công Viên Lê Văn Tám	7	2	3.5
Công Viên Nước Đại Thế Giới	20	7	2.86
Công viên nước Đầm Sen	35	7	5
Công Viên Nước Đầm Sen - Dam Sen Water Park 	38	11	3.45
Công Viên Sắc Màu Nhật Bản - Bờ Bao Tân Thắng	8	2	4
Công Viên Sân Thượng Sky Park - SC VivoCity	16	4	4
Công viên Suối Mơ	0	1	0
Công Viên Tao Đàn	12	3	4
Công viên Thỏ Trắng CMT8	33	11	3
Công viên văn hóa Đầm Sen	127	33	3.85
Công Xưởng Cafe	12	4	3
Container Cafe	4	1	4
Container Kafe	16	5	3.2
Continental Palace Saigon Buffet	16	4	4
Cookie's House	0	2	0
Cooku’s Nest Cafe	16	4	4
Cooku’s Nest Cafe - Acoustic	7	2	3.5
Cool drinks 01223651009	3	2	1.5
Coriander Ngo Ri	41	10	4.1
Cork and Bottle	26	6	4.33
corn2saigon	6	2	3
Cornology - Bắp Rang Mỹ	4	1	4
Cornology - Trần Bình Trọng	40	10	4
Costa Seafood	4	1	4
Country House Cafe	49	14	3.5
Couple - Spaghetti House	4	1	4
COVET - Trà Sữa Trái Cây Tươi	60	15	4
Covet - Trà Sữa Trái Cây Tươi - Lê Hồng Phong	8	2	4
Cow Express	60	15	4
Cow Express - Sư Vạn Hạnh	9	2	4.5
Cow house	6	2	3
Cowboy Jack's - American Dining - Aeon Mall Bình Tân	14	4	3.5
Cowboy Jack's - American Dining - Lotte Mart Gò Vấp	24	6	4
Cowboy Jack's - American Dining - Vincom Lê Văn Việt	28	7	4
Cowboy Jack's - American Dining - Võ Văn Tần	138	38	3.63
Cowboy Jack's - Lotte Mart Gò Vấp	9	2	4.5
Cowboy Jack's - Võ Văn Tần	157	39	4.03
Cowboy's Place Coffee & Tea House	8	2	4
Crawfish Tram Dang	15	3	5
Crazy Bingsu	74	17	4.35
Crazy Panda	3	1	3
Crazy Panda - Kem Đá Bào - Sư Vạn Hạnh	63	16	3.94
Cremista - Kem cuộn Thái Lan, Kem xôi, Trái cây tô	47	13	3.62
Creperie & Cafe	12	3	4
Crepes K -  Chùa Láng	5	1	5
Crescent Mall	9	2	4.5
Crescent Mall - Phú Mỹ Hưng	9	2	4.5
Crescent Mall Shopping Center	37	9	4.11
Crystal Jade	126	26	4.85
Crystal Jade Palace - Lotte Legend Saigon Hotel	11	3	3.67
Cứ Ăn Đi - Ăn Vặt Giao Hàng Tận Nơi	8	2	4
Cụ bà bán muối - Đinh Tiên Hoàng	4	1	4
Cũ Cafe - Ngô Quyền	8	2	4
Củ Chuối Shop	0	1	0
Cú Coffee	20	4	5
Cua Càng Phát	8	2	4
Cửa Hàng Ẩm Thực - Sài Gòn Xanh	8	2	4
Cửa Hàng Ăn Uống 176	106	27	3.93
Cửa hàng Annaseafresh - Trần Quang Khải	4	1	4
Cửa Hàng Bánh Pía Sóc Trăng - Nguyễn Hữu Hào	8	2	4
Cửa hàng cá hồi Annaseafresh	4	1	4
Cửa Hàng Cá Hồi Annaseafresh - Phan Đình Phùng	8	2	4
Cửa Hàng Cá Khô Fresh AZ	8	2	4
Cửa hàng cà phê 81 - Nguyễn Văn Nguyễn	10	2	5
Cửa hàng Cafe 81	5	1	5
Cửa hàng nước ép và trái cây sạch ViFruit	3	3	1
Cửa hàng thức ăn nhanh - Kem Pop - Nguyễn Tri Phương	19	5	3.8
Cửa Hàng Thực Phẩm Chay Thiện Đức	7	2	3.5
Cửa Hàng Tiện Ích Seven	8	2	4
Cửa hàng Trâm Food	4	1	4
Cua Mai	4	1	4
Cua vàng	16	4	4
CuaCake	0	4	0
Cuba La Casa Del Mojito	318	69	4.61
Cuc Gach Quan	801	181	4.43
Cục Gạch Quán - Mâm Cơm Gia Đình Việt Nam	21	6	3.5
Cục Gạch Quán - Thạch Thị Thanh	8	2	4
Cúcuta Coffee	290	63	4.6
CueiCha - Dân Chủ	12	3	4
CueiCha - Huỳnh Thúc Kháng	15	5	3
Cueicha - Trà & Trà Sữa	6	2	3
Cueicha - Trà Sữa - Huỳnh Thúc Kháng	30	8	3.75
Cún Cưng Coffee	7	2	3.5
Cung Hỷ - Nguyễn Văn Luông	8	2	4
Cung Văn Hóa Lao Động	15	3	5
Cuộc Sống Dễ Dàng - Nguyễn Tri Phương	12	4	3
Cưới Cafe - Lê Văn Sỹ	32	9	3.56
Cười Lên Cái Coi - Bánh Mì Heo Rừng Nướng	8	2	4
Cuội Quán Bún Đậu	5	1	5
Cuốn 286 - Võ Thị Sáu 	4	1	4
Cường Đôla 2 - Bánh Canh Cá Lóc	16	4	4
Cường Dung - Shop Nguyên Liệu Nhập Khẩu	6	2	3
Cup Bop - Korean rice box	51	15	3.4
Cup Coffee	8	2	4
Cup Of Tea Cafe & Bistro - Linh Lang	4	1	4
Cup&cake	5	1	5
Cupcake 0938605688	15	3	5
Cupcake Ông Mập - 410/9A Cách Mạng Tháng 8	0	1	0
CupnCake	100	20	5
Curry Leaf	16	6	2.67
Curry Shika	36	9	4
Curry Shika - Ăn Vặt Nhật Bản	8	2	4
Curry Shika - Nguyễn Văn Tráng 	15	4	3.75
curryfishballs22	10	2	5
Cút chiên bơ - Tôn Đản	4	1	4
Cút Chiên Bơ 212 - Tô Hiến Thành	4	1	4
Cút Chiên Bơ Cô Năm - Đồng Nai	37	9	4.11
Cút Vịt Lộn 10 Món - Phan Văn Trị 	30	10	3
Cút Vịt Lộn 12món	10	2	5
Cycle Cafe Shop	7	2	3.5
Cycle Coffee Shop	16	4	4
Cyclo - Coffee & Ice Cream	16	4	4
Cyclo Cafe - Majestic Hotel	8	2	4
Cyclo Coffee and Ice-Cream	4	1	4
Cyclo Resto	575	128	4.49
D.I.Y Acoustic coffee	16	4	4
Đá Bào Hưng Trí	5	1	5
Đá Bào Mật Trái Cây - Quang Trung	12	3	4
Đá bào mật trái cây Pặc Pi	5	1	5
Đá Coffee - Lạc Long Quân	8	2	4
Da Heo Chiên Giòn Tỏi Ớt - Shop Online	0	1	0
Da heo muối ớt chiên giòn	6	2	3
Da Heo Út Cưng - Kinh Dương Vương	5	2	2.5
Đà Lạt Phố Cafe - Huỳnh Mẫn Đạt	16	4	4
Đà Lạt Phố Cafe - Lữ Gia	14	4	3.5
Đà Lạt Phố Cafe - Lữ Gia  	5	1	5
Đà Lạt Phố Cafe - Nguyễn Thị Minh Khai	15	4	3.75
Đà Lạt Phố Cafe - Trường Sơn	8	2	4
Đà Lạt Quán	4	1	4
Đà Lạt Quán - Bún Riêu & Mì Quảng 	7	2	3.5
Đà Lạt Quán - Kem Bơ	16	4	4
Đặc sản bánh Huế	12	3	4
Đặc Sản Cháo Vịt Long An	4	1	4
Đặc sản Đà Nẵng - Nguyễn Thị Minh Khai	10	2	5
Đặc sản Đà Nẵng tại TP.HCM	45	9	5
Đặc sản dê - Hoàng Văn Thụ	15	3	5
Đặc sản dê 44 - Hoàng Văn Thụ	4	1	4
Đặc sản Đồng Quê	4	1	4
Đặc Sản Hào Sữa - Nguyễn Quí Đức	4	1	4
Đặc Sản Hào Sữa - Nguyễn Thượng Hiền	18	5	3.6
Đặc Sản Khoai Lang Mật Đà Lạt - Shop Online	10	2	5
Đặc Sản Làng Tôi - Bún Chả & Lẩu Cá Thu	8	2	4
Đặc Sản Lạp Xưởng Siem Riep - Shop Online	20	4	5
Đặc Sản Ngon Sạch	16	4	4
Đặc sản Ninh Thuận - Phan Rang	18	6	3
Đặc Sản Phan Rang 2 - Trường Sơn	8	2	4
Đặc sản Phan Thiết	8	2	4
Đặc Sản Phú Quốc Hà Tiên	18	6	3
Đặc sản Quê Tui	25	5	5
Đặc Sản Tây Ninh Ngọc Hân	50	10	5
Đặc sản Tây Ninh Ngọc Hân - Phan Văn Hân	19	4	4.75
Đặc Sản Theo Mùa - Giao Hàng Tận Nơi	13	3	4.33
Dae Jang Gum - Kumho Asiana	58	13	4.46
Đại Dương - Trung tâm tiệc cưới	6	2	3
Đại Học Công Nghệ Kỹ Thuật Hutech	18	5	3.6
Đại Học Ngoại Thương Cơ Sở 2 Tại TP Hồ Chí Minh	12	3	4
Đại Khánh	16	4	4
Đại Lý Nước Giải Khát Ánh Hồng - Phạm Văn Hai	8	2	4
Đại Lý Vé Máy Bay T & D - Bến Vân Đồn	8	2	4
Đại Nam Hưng - Tiệc Cưới & Hội Nghị & Karaoke	14	4	3.5
Đại Thống - Nhà hàng tiệc cưới	8	2	4
Daichan Ramen	32	8	4
Dairy Queen - Đinh Tiên Hoàng	12	3	4
Dairy Queen - Hai Bà Trưng	9	2	4.5
Dairy Queen - Hoàng Diệu	33	8	4.12
Dairy Queen - Nguyễn Trãi	10	3	3.33
Dairy Queen - Nguyễn Tri Phương	43	9	4.78
Dairy Queen - Võ Văn Ngân	16	4	4
Dairy Queen Grill and Chill	21	7	3
Dairy Queen Nguyễn Thị Minh Khai	12	3	4
Daiso Japan - Cửa Hàng Đồng Giá Nhật Bản - SC VivoCity	17	4	4.25
Daiso Japan - Cửa Hàng Đồng Giá Nhật Bản - Vincom Mega Mall Thảo Điền	15	4	3.75
Đăk.Rao Coffee - Lữ Gia	6	2	3
Dalat Cadasa Resort 	4	1	4
Dalat Coffee House - Lê Văn Sỹ	6	2	3
DaLat Crepes	5	1	5
Dalat Foodie	0	3	0
Dalat Foods	18	6	3
Dallas Cakes & Coffee	32	8	4
Dallas Cakes & Coffee - 3 Tháng 2	53	15	3.53
Dallas Cakes & Coffee - chi nhánh 3/2	9	2	4.5
Dallas Cakes & Coffee - Đường D1	74	15	4.93
Dallas Cakes & Coffee - Hai Bà Trưng	32	7	4.57
Dallas Cakes & Coffee - Phan Xích Long	8	2	4
Đàm Thiên	0	1	0
Danang Food Center	13	3	4.33
DANBO Ramen Shop - Tokonstu Ramen	7	2	3.5
Đặng Hoài Thảo Uyên	3	1	3
Dáng Tiên Spa	3	2	1.5
Đảo Bạch Tuộc - Bia Tuyết & Bạch Tuộc Nướng	22	6	3.67
Đảo Bình Hưng	5	1	5
Đạo Coffee & Sushi	4	1	4
Đảo Khỉ	4	1	4
Đảo Khỉ - Cần Giờ	30	8	3.75
Đảo Kim Cương - Diamond Island	9	2	4.5
Đào Phương	0	1	0
Đạo Quán - Ẩm Thực Nhật Bản	80	20	4
Đảo Tam Hải	4	1	4
Đảo Thạnh An	36	9	4
Daruma - Phan Xích Long	4	1	4
Daruma - Quán Ăn Nhật Bản - IPH Xuân Thuỷ	4	1	4
Daruma - Quán Ăn Nhật Bản - Nam Kỳ Khởi Nghĩa	61	13	4.69
Daruma - Quán Ăn Nhật Bản - Vincom Quang Trung	11	3	3.67
Daruma - Vincom Quang Trung	40	10	4
Dasis Coffee & Tea House - Phó Đức Chính	48	12	4
Dasis Tea & Coffee House - Nam Kỳ Khởi Nghĩa	16	4	4
Dasis Tea & Coffee House - Phó Đức Chính	8	2	4
Dasis Tea & Coffee House Vietnam - Nam Kỳ Khởi Nghĩa	24	6	4
Đất Lành Resort	4	1	4
Đất Sét - Quán Ăn Hoa Viên	6	2	3
Đạt Thành - Hủ tiếu Nam Vang	12	3	4
Đạt Thành - Hủ Tiếu Nam Vang - Nguyễn Thị Thập	6	2	3
Đạt Thành - Hủ Tíêu Nam Vang - Trần Hưng Đạo	4	1	4
Đặt Tiệc Lãng Mạn - Đường 17	14	3	4.67
Đậu hủ thúi Nhà Lý 	4	1	4
Đậu phộng rang muối tỏi ớt  	0	1	0
Đậu Phộng Rang Tỏi	3	1	3
Đậu Phộng Rang Tỏi Ớt	0	1	0
Đậu Phộng Rang Tỏi Ớt Thanh Nhi	5	1	5
Đậu Rang Tỏi Ớt - Shop Online	8	2	4
Dâu Tây - Xuân Thủy	12	3	4
Dấu Thời Gian Cafe	4	1	4
Daua Mẹ Làm	5	1	5
DC Club	8	2	4
De - Sushi Club	125	39	3.21
Dê 27 - Phố Nướng	7	2	3.5
Đệ Nhất Bánh Canh - Tân Thành	4	1	4
Đệ Nhất BBQ	7	2	3.5
Đệ Nhất Karaoke	2	2	1
Đệ Nhất Sườn Nướng - Phú Mỹ Hưng	32	8	4
Dê Núi 3Q - Trung Sơn	11	3	3.67
Dê Núi Ninh Bình	7	2	3.5
Dê Quay Bắc Giang	6	2	3
De Rumah Cafe	20	5	4
De Salita - BBQ & Beer	10	2	5
Dê steak sốt tiêu đen - Nguyễn Tri Phương	3	1	3
Dê Tài Ký - Phan Huy Ích	10	3	3.33
Dê Thật Quán - Món Ngon Từ Dê	12	3	4
Dê Tươi Mái Lá	9	3	3
Dear Joe - Kem Chậu Cây & Bingsu Hàn Quốc	54	15	3.6
Dear Joe Coffee	60	15	4
Dear Joe Coffee - Pot Ice Cream Chậu Cây	10	2	5
DeChef	0	3	0
DefAnh House	9	3	3
Dele Kitty - 0933231064	19	5	3.8
Delicious Sake	6	2	3
Delight - The Ice Blended & Coffee Shop	28	7	4
Delta Spa	8	2	4
Đền Bến Dược - Củ Chi	8	2	4
Đen Đá Cafe - Hai Bà Trưng	4	1	4
Đen Đá Cafe - Hàm Nghi	5	1	5
Đen Đá Cafe - Trà Sữa & Trà Đào - Hai Bà Trưng	18	5	3.6
Đen Đá Cafe - Trà Sữa & Trà Đào - Hàm Nghi	77	21	3.67
Đen Đá Cafe - Trà Sữa & Trà Đào - Lê Văn Sỹ	25	7	3.57
Đen Đá Cafe - Trà Sữa & Trà Đào - Pasteur	57	15	3.8
Đen Đá Coffee - Hai Bà Trưng	68	17	4
Đen Đá Coffee - Hàm Nghi	132	33	4
Đen Đá Coffee - Lê Văn Sỹ	96	24	4
Đen Đá Coffee - Pasteur	24	6	4
Đẹp Cafe - Cafe Sách	8	2	4
Dermaster Việt Nam - Skin Clinic Spa	9	2	4.5
DéSake - Sakê Chiên	3	1	3
Dessert Town - Phố Tráng Miệng	4	1	4
Dessert Town - Phố Tráng Miệng - Nguyễn Thị Minh Khai	56	14	4
Detox - Khu phố 2 	0	6	0
Detox Drink	4	1	4
Detox Drink - Tôn Đản	15	3	5
Detox fruit	24	6	4
D'Green Salad Bar	30	6	5
D'Green Salad Store	188	42	4.48
D'Green Store	28	7	4
Dhmsfood - Lê Văn Sỹ	15	3	5
Dì Hồng - Bánh Tráng Cuốn Chấm Me - Sư Vạn Hạnh	56	14	4
Dì Hồng - Bánh Tráng Cuốn Trộn	48	12	4
Dì Hồng - Bánh Tráng Cuốn Trộn - Chi Nhánh 2	4	1	4
Dì Lan - Cacao Dừa	32	8	4
Dì Nguyệt - Bánh Tráng Nướng	8	2	4
Diamond Palace - Hội nghị & Tiệc Cưới  - Lý Chiêu Hoàng	7	2	3.5
Diamond Place - Tiệc Cưới & Hội Nghị	29	8	3.62
Diamond plaza	16	4	4
Diamond Plaza Shopping Center	10	3	3.33
Diao Healthy Bakery - Tạ Uyên	4	1	4
Diego's Taco shop	158	38	4.16
Điểm Hẹn Cafe - Rendezvous	8	2	4
Điểm hẹn Sài Gòn - Bình Quới	4	1	4
Diễm Ly Cafe - Hoa Sứ	4	1	4
Điểm Tâm 259 - Hủ Tiếu Bò Kho	4	1	4
Điểm tâm nhà hàng Phong Lan - Đầm Sen	4	1	4
Điểm tâm sáng Phối Phối	3	1	3
Điền Trang Quán - Hải Sản Tươi Sống	39	8	4.88
Dijon's Pizza	99	26	3.81
Dili's Coffee	5	2	2.5
Dim Tu Tac 	8	2	4
Dim Tu Tac - Nhà Hàng Quảng Đông - Trần Hưng Đạo	6	2	3
Dim Tu Tac - Trần Hưng Đạo	4	1	4
Dim Tu Tac Restaurant	20	5	4
Dim Tu Tac Restaurant - Trần Hưng Đạo	34	7	4.86
Dimsum House	8	2	4
Dimsum House - Lê Lai	26	7	3.71
Dimsum Mr Hào	68	18	3.78
Dimsum Mr Hào - Trần Tuấn Khải	8	2	4
Dimsum nhà làm - Trần Hưng Đạo 	4	1	4
Dimsum Shifu	4	2	2
Dimsum Tân Nguyên Thái	46	12	3.83
Dìn Chón Mì Gia	20	5	4
Dìn Ký - Bột Chiên & Hủ Tiếu Xào	8	2	4
Dìn Ký - Hồng Hà	5	2	2.5
Dìn Ký - Nguyễn Trãi	4	1	4
Dìn Ký - Quán Ăn Gia Đình - Nguyễn Trãi	4	2	2
Ding Tea - Cầu Giấy	4	1	4
Ding Tea - Cộng Hoà	84	21	4
Ding Tea - Cộng Hòa	49	14	3.5
Dinh Độc Lập	47	11	4.27
Đinh Hương	4	1	4
Dining Room	106	26	4.08
Dino Station	18	4	4.5
dinofoodyumm	0	1	0
Diva Piano Cafe - Ngô Quyền	7	2	3.5
Đồ Ăn Đêm Food Hero	12	3	4
Đồ ăn Online - Lý Thường Kiệt	60	12	5
ĐỒ ĂN VẶT 	0	1	0
Đồ ăn vặt Mie's Store	20	4	5
Đồ ăn vặt nhà làm	3	1	3
Đo Đo Quán - Món Quảng	4	1	4
Do It Coffee	28	7	4
Đô Khôi Coffee	10	2	5
Đồ Nướng 39	8	2	4
Đô Rê Mi Karaoke	8	2	4
Đồ Tết Chóe - Lê Văn Sỹ	5	1	5
Dốc Coffee	10	2	5
Doctor's Cafe & Restaurant HIRO	5	1	5
DOHO Beer Garden	7	4	1.75
Đồi - Coffee & Tea	16	4	4
Đổi Gió - Nhà Hàng & Cafe Sân Vườn	8	2	4
Đôkit Food	4	1	4
Dola Quán - Trà Sữa, Trái Cây Xô & Ăn Vặt	7	2	3.5
Domino's Pizza - Cao Thắng	36	8	4.5
Domino's Pizza - Cộng Hoà	28	7	4
Domino's Pizza - Cộng Hòa	9	2	4.5
Domino's Pizza - Đinh Bộ Lĩnh 	8	2	4
Domino's Pizza - Đinh Tiên Hoàng	35	9	3.89
Domino's Pizza - Dương Bá Trạc	37	9	4.11
Domino's Pizza - Hòa Bình	34	8	4.25
Domino's Pizza - Huỳnh Tấn Phát	8	2	4
Domino's Pizza - Kha Vạn Cân	6	2	3
Domino's Pizza - Khánh Hội	26	6	4.33
Domino's Pizza - Lê Trọng Tấn	8	2	4
Domino's Pizza - Lê Văn Sỹ	50	13	3.85
Domino's Pizza - Minh Phụng	43	11	3.91
Domino's Pizza - Nguyễn Ảnh Thủ	10	2	5
Domino's Pizza - Nguyễn Tri Phương	44	11	4
Domino's Pizza - Phan Văn Trị	8	2	4
Domino's Pizza - Phú Mỹ Hưng	28	7	4
Domino's Pizza - Quang Trung	28	7	4
Domino's Pizza - Sân Bay Tân Sơn Nhất	18	4	4.5
Domino's Pizza - Tên Lửa	5	2	2.5
Domino's Pizza - Trần Hưng Đạo	20	5	4
Domino's Pizza - Vườn Lài	16	4	4
Don Chicken	8	2	4
Don Chicken - Chicken & Pub	220	58	3.79
Đồn Đất - Món Bắc	11	3	3.67
Doner Kebab	19	5	3.8
Doner Kebab Đức Long	4	1	4
Đồng Khánh	7	2	3.5
Đồng Khánh - Nhà Hàng Món Hoa	3	1	3
Đồng nai, quận 10	0	6	0
Dong Pho	126	29	4.34
Đông Phố - Món Huế	12	3	4
Đông Phương - Tiệc Cưới & Hội Nghị - Hoàng Văn Thụ	6	2	3
Đông Phương - Tiệc Cưới & Hội Nghị - Hoàng Việt	6	2	3
Đông Phương - Tiệc Cưới & Hội Nghị - Nguyễn Văn Quá	13	4	3.25
Đồng Quê 2A	10	2	5
Đồng Restaurant	7	2	3.5
Đồng Tiến Bakery - Bàu Cát	8	2	4
Đồng Xanh Cafe - Sư Vạn Hạnh	5	1	5
Đồng Xanh Cafe - Ung Văn Khiêm	8	2	4
Đông Xuyên 2 - Nguyễn Chí Thanh	12	3	4
Doppio	32	8	4
Doraemon Factory - AEON Mall	0	4	0
Doraemon Tofu Factory - AEON Mall	16	4	4
Doremi Kitchen	0	3	0
Doremon - Cafe Trà Sữa	5	1	5
Dp Food & Drink	8	2	4
DQ Grill & Chill - Nguyễn Huệ	30	7	4.29
DQ Grill & Chill - Pasteur	16	4	4
Dragon Hotpot - Lẩu Rồng Lửa	32	8	4
D'ran Quán	5	1	5
Draphoe Coffee & Bistro	28	7	4
Drink & Food Express	3	1	3
Du Lịch Sinh Thái Văn Hóa Dân Tộc Thiểu Số Củ Chi	20	6	3.33
Du Miên Cafe - Hồ Biểu Chánh	34	9	3.78
Du Miên Garden Cafe - Phan Văn Trị	59	19	3.11
Dưa Chuột Detox Water	10	2	5
Dưa Chuột Detox Water - Shop Online	14	3	4.67
Dừa Sáp Cầu Kè	6	2	3
Dublin Gate Irish Pub	5	1	5
Đức Bảo Gartenstadt - Ẩm Thực Đức	16	4	4
Đức Dương - Ẩm Thực Sinh Thái	12	3	4
Duck Deli - Nguyễn Thái Bình	13	4	3.25
Duckii	4	1	4
DUHA Coffee Shop 	100	20	5
Dũng Năm Căn 3 - Bình Quới	24	6	4
Dung Ngọc	0	2	0
Dunkin' Donut - Nguyễn Đình Chiểu	22	6	3.67
Dunkin' Donuts	24	6	4
Dunkin' Donuts - Aeon Mall Bình Tân	8	2	4
Dunkin' Donuts - Bưu Điện Thành Phố	69	18	3.83
Dunkin' Donuts - Grand Hotel	12	4	3
Dunkin' Donuts - Hùng Vương	7	2	3.5
Dunkin' Donuts - Lê Văn Sỹ	41	11	3.73
Dunkin' Donuts - Lotte Mart Nam Sài Gòn	16	4	4
Dunkin' Donuts - Nguyễn Đức Cảnh	16	4	4
Dunkin' Donuts - Nguyễn Hữu Thọ	16	4	4
Dunkin' Donuts - Phan Xích Long	22	6	3.67
Dunkin' Donuts - Quang Trung	20	6	3.33
Đường Bá Hổ - World Of Dessert	12	3	4
Đường Bá Hổ Dessert - Nguyễn Trãi	4	1	4
Đường Hoa Thanh Niên Bình Định	4	1	4
Đường Sách Nguyễn Văn Bình	26	7	3.71
Đường Vĩnh Viễn	12	3	4
Durio - Bánh sầu riêng - For Durian's Lovers	24	6	4
Duy Coffee - Phạm Văn Đồng	24	6	4
Dzồ Hí	4	1	4
E mart - Phan Văn Trị	56	14	4
E Mart Gò Vấp	181	50	3.62
Eagle I Coffee - Tôn Thất Hiệp	16	4	4
eagle_bakery	9	3	3
Eastin Grand Hotel Saigon	7	2	3.5
Eat Fit - Nguyễn Thái Bình	30	6	5
Eat Me - Đường Thành	5	1	5
Eat Me - Huỳnh Thúc Kháng	64	16	4
Eat Me - Nguyễn Hụê	48	15	3.2
Eat More Salad - Shop Online	10	2	5
Ebisu - Nhà Hàng Nhật	24	6	4
Ebisu - Udon & Món Nhật	8	2	4
Ebisu - Udon & Món Nhật - Song Hành	8	2	4
Ebisu - Udon & Sushi -  Song Hành	5	1	5
Ếch Đồng - Đặc Sản Ếch	7	2	3.5
Ếch King – Bánh Mì Ếch & Trà Sữa Mâm	66	16	4.12
Ếch King - Bửu Long	13	3	4.33
Ếch Xanh - Nguyễn Cảnh Chân	8	2	4
Ếch Xanh - Phạm Ngọc Thạch	14	4	3.5
Ếch Xanh - Quang Trung	13	3	4.33
Ếch Xanh Garden - Quang Trung	16	4	4
ECO BOX Container - Chợ Phiên Cuối Tuần	15	4	3.75
Eden Cafe - Lý Thường Kiệt	4	1	4
EDEN Cafe & Resto	5	1	5
Eden Garden	45	10	4.5
Eden Massage - Eden Saigon Hotel	8	2	4
Effoc Cafe - 3 Tháng 2	20	5	4
Effoc Cafe - 92 Đường số 7	16	4	4
Effoc Cafe - Âu Cơ	110	25	4.4
Effoc Cafe - Bàu Cát	32	8	4
Effoc Cafe - Bình Tân	14	5	2.8
Effoc Cafe - Đường 3 Tháng 2	13	4	3.25
Effoc Cafe - Đường số 7	12	3	4
Effoc Cafe - Hàm Nghi	118	31	3.81
